240Z Seat Mount Fabrication,240z-seat-mount-fabrication,"<p>Dave from <a href=""http://www.soloperformance.com/"">http://www.soloperformance.com/</a> helped me out today. We started cutting and fabricating new seat mounts for the Project240z, 1973 240Z</p>  <p><object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/6yys3sbo1kA""></param><embed src=""http://www.youtube.com/v/6yys3sbo1kA"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object></p>",2007-06-27 02:59:20.000,html,,,/Video/itemId/26/240Z-Seat-Mount-Fabrication
"Engine insertion, Take 2",engine-insertion-take-2,"<p>Russ and Eric helped me get things ready and put the motor back in the car last night. The video is LARGE, but fairly entertaining. To watch the video you need to download it, right click on the following link and save it to your machine. It's 165mb so it will take a while to download.</p>  <p><a href=""http://www.christoc.com/video/7-19-07/P240z-7-19.wmv"">http://www.christoc.com/video/7-19-07/P240z-7-19.wmv</a></p>",2007-07-20 10:33:29.000,html,,,/Video/itemId/27/Engine-insertion-Take-2
Finding the leaks,finding-the-leaks,"<p>I spent the night of the 25th of July 2007 tracking down a few leaks. I was concerned about a coolant leak, and a fuel leak, I found them both.</p>    <object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/URmn1lSll2U""></param><embed src=""http://www.youtube.com/v/URmn1lSll2U"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>",2007-07-27 01:50:35.000,html,,,/Video/itemId/28/Finding-the-leaks
Trying to start the car,trying-to-start-the-car,"<p>Here's some video of me trying to start the car tonight. <span id=""vidDescRemain"" style=""display: inline"">Today was a day of great progress! It was also hot and probably 99% humidity as you will see by my soaked shirt. <br />  <br />  Notice at the end that one of the vacuum caps on the tube between the turbo and the throttle body pops off, it landed in my lap.</span></p>  <p>&nbsp;</p>  <object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/d3ERiZtYITI""></param><embed src=""http://www.youtube.com/v/d3ERiZtYITI"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>  <p>Here is some HD video of tonight's attempt, right click and download the file before viewing. <A href=""http://www.christoc.com/video/7-27-07/P240z-7-27-pop.wmv"">High Def video (70mb)</a></p>",2007-07-28 02:04:26.000,html,,,/Video/itemId/29/Trying-to-start-the-car
The Motor Runs!,the-motor-runs,"<p>It might not idle yet, but the motor runs! This video was taken with my cell phone, sorry for the lack of quality.</p>  <p>&nbsp;</p>  <p><object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/NaF68uvrYfI""></param><embed src=""http://www.youtube.com/v/NaF68uvrYfI"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object></p>",2007-07-29 00:51:21.000,html,,,/Video/itemId/30/The-Motor-Runs
The first drive!,the-first-drive,"<p>I took the car to the St. Louis SCCA Autocross today and worked on it on the trailer for a while with the intention of driving it around the parking lot for the first drive. Success</p>  <p>&nbsp;</p>  <object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/n2PkfumfCNk""></param><embed src=""http://www.youtube.com/v/n2PkfumfCNk"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>",2007-07-29 21:53:52.000,html,,,/Video/itemId/31/The-first-drive
Post Traumatic Stress Analysis,post-traumatic-stress-analysis,"<p>I took the car to it's first autocross competition and only made it 3/4 of the first run before the motor seized up. This video is of me starting to tear into the motor to find the cause.</p>  <p>&nbsp;</p>  <p>&nbsp;</p><object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/CDkiAq4yosk""></param><embed src=""http://www.youtube.com/v/CDkiAq4yosk"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>",2007-08-15 00:35:01.000,html,,,/Video/itemId/32/Post-Traumatic-Stress-Analysis
Removing the busted motor,removing-the-busted-motor,"<p><span id=""vidDescRemain"" style=""display: inline"">On August 12th 2007 the P240z took it's maiden autocross voyage, and promptly killed the motor. On 9/30 I removed the motor.</span></p><object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/6i3pUHJwBuQ""></param><param name=""wmode"" value=""transparent""></param><embed src=""http://www.youtube.com/v/6i3pUHJwBuQ"" type=""application/x-shockwave-flash"" wmode=""transparent"" width=""425"" height=""350""></embed></object>",2007-10-03 10:55:31.000,html,,,/Video/itemId/34/Removing-the-busted-motor
In search of a piston!,in-search-of-a-piston,"<p>So I finally got into the motor tonight to look for the missing piston.</p>    <object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/y1Ihcz0jeiQ""></param><embed src=""http://www.youtube.com/v/y1Ihcz0jeiQ"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>",2008-01-09 02:53:27.000,html,,,/Video/itemId/55/In-search-of-a-piston
Unpacking the new toolbox.,unpacking-the-new-toolbox,"<p>Checkout the video (with a few new dancing moves for entertainment) of the assembly of the new toolbox to try to help me get the garage organized!&nbsp;</p>  <p>&nbsp;</p>  <object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/XeVpdMm4SlI""></param><embed src=""http://www.youtube.com/v/XeVpdMm4SlI"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>",2008-01-15 17:05:10.000,html,,,/Video/itemId/56/Unpacking-the-new-toolbox
"Project240Z Videos, she's back!!!!",project240z-videos-she's-back,"<p>So it has been a while since I've posted any P240Z videos, too long in fact. Well here are two, one that i failed to post back in March, and one that I just made today!</p>  <p>March 2008</p>  <p>[YouTube:TfeIKACQKSg]</p>  <p>8/9/2008</p>  <p>[YouTube:h-Fg35IDrNs]</p>",2008-08-09 23:31:43.000,html,,,/Video/itemId/128/Project240Z-Videos-she's-back
Working on the motor again,working-on-the-motor-again,<p>Tonight I spent some good time working on the motor for the 240Z again. Here's the YouTube video!</p>  <p>[YouTube:xGsn6qp57xw]</p>  <p>&#160;</p>,2008-08-15 00:41:05.000,html,,,/Video/itemId/132/Working-on-the-motor-again
The Return,the-return,"<p>The car is finally back home, within reach of me actually working on it and hopefully getting it running in the next few weeks.</p>  <p><a href=""http://www.project240z.com/DesktopModules/EngagePublish/itemlink.aspx?itemId=128"">I've posted two videos, you can find them on this page</a></p>  <p><a href=""http://www.flickr.com/photos/chammond/sets/72157594465585463/"">I've also posted some photos to flickr</a></p>  <p>&#160;</p>",2008-08-10 07:42:32.000,html,,,/Blog/itemId/251/The-Return
Trailer is ready to go,trailer-is-ready-to-go,"<p>So I picked up the trailer this evening, here's to hoping the tires have air in them tomorrow so I can bring the car home! Nick is supposed to be here at 9am and we'll head east at that point. I haven't made room for the car in the garage yet, but am hoping that having it at home sitting in the driveway will motivate me to get the garage cleaned up tomorrow. Otherwise the home owner's association will be all over my ass, of that I can guarantee.</p>  <p>Pictures and photos tomorrow.</p>",2008-08-09 06:24:26.000,html,,,/Blog/itemId/252/Trailer-is-ready-to-go
"The 240Z, August 2008",the-240z-august-2008,"<p>August 2008, that is the month that the 240Z will come home. Oh yes, it will come home, and hopefully it will run!!!!!!!!!!!!!!!!!!!!!</p>",2008-07-25 09:57:30.000,html,,,/Blog/itemId/253/The-240Z-August-2008
240Z Status for July 2008,240z-status-for-july-2008,"<p>Well the garage finally has a little more room, though not enough to bring the car home from storage yet. Perhaps later this summer, though with my racing schedule (<a href=""http://www.corvettez06.org"">www.corvettez06.org</a>)&#160; I don't have any free weekends until September, and even then I think I have only one weekend that month, maybe 1 in October and then 2 in November if I am lucky!</p>",2008-07-16 08:43:58.000,html,,,/Blog/itemId/254/240Z-Status-for-July-2008
Flywheel thanks,flywheel-thanks,"<p>While in Atlanta for the National Tour Carter Thompson brought me a gift. He had a lightened flywheel from his 240Z that he had been telling me about for the past two years. At the National Tour he brought me the flywheel. I must admit, at the time I carried it from his truck to the SPS Van I kept thinking, this sure doesn't feel light.</p>  <p>Tonight though I was moving things around in the garage and came across both the stock and lightened fly wheels, the new wheel is definitely lighter than the stock wheel!</p>  <p>Now, I just need to make some time to get the motor together so I can bring the car home sometime soon!</p>",2008-06-11 07:11:48.000,html,,,/Blog/itemId/255/Flywheel-thanks
Cherry 240Z in Manchester Tennessee,cherry-240z-in-manchester-tennessee,"<p>So I'm stopped in Manchester Tennessee tonight on my way home and to Lynchburg tomorrow. I went out to check on the car out in the parking lot and saw a 240Z parked out there in tow behind a frontier. The car looks cherry, orange, straight and without a single spot of rust from what I can tell. I took a photo, once all my Atlanta National Tour photos finish uploading I will post the photo I took with my cell phone.</p>  <p>I hope to get working on my&#160;car again very soon, in the next week.</p>",2008-05-26 07:01:30.000,html,,,/Blog/itemId/256/Cherry-240Z-in-Manchester-Tennessee
240Z Status,240z-status,"<p>Alright, here's my goal, and I'm stating it here so I can hopefully hold myself accountable.</p>  <p>I want to bring the Datsun home from storage in May. In order to do that I need to make room in the garage, which means finding a place for the following</p>  <p>16 tires/wheels (headed to the basement)</p>  <p>Complete Datsun Suspension (disassemble and then take to basement)</p>  <p>Dispose of an automatic transmission for the Datsun</p>  <p>Dispose of a 5 Speed for the Datsun (someone is supposed to be picking it up tonight)</p>  <p>After making room I need to finish putting the motor together, which I should be able to do in a couple hours worth of work this week and coming weekend.</p>  <p>I'll post later this week with how I'm progressing.</p>",2008-04-29 22:55:17.000,html,,,/Blog/itemId/257/240Z-Status
"Paint and Assembly, working on the new motor",paint-and-assembly-working-on-the-new-motor,"<p>Last week Dad and I worked on the motor a bit, then I got sick and work pretty much halted. Today I started on what I had hoped to do last Sunday, cleaning up and reassembling motor bits.</p>  <p>Here's a list of the things I did today, or attempted to do :)</p>  <p>Painted the oil pan. Last week dad and I took the Oil pan from the L28ET motor to the car washed and tried to clean it up, it had a lot of left over motor parts in it from the destruction, and I also noticed that the pan itself had taken a beating during the desctruction, though it only put a few dents in the bottom, no punctures.I cleaned up some of the inside of the pan today and then painted the bottom with some 1200 degree flat black. After painting it I cleaned up and installed a new gasket and attached the pan to the block. I did figure out that I had to change the oil pickup from the L28ET to the L28E, so that the turbo pan would attach properly. Not a big deal but I hadn't expected that so I spent some time cleaning up the pickup.</p>  <p><span class=""photo_container pc_s"" id=""photo_thumb2375410808""><a class=""image_link"" title=""Painted Oil Pan"" href=""http://www.flickr.com/photos/chammond/2375410808/in/set-72157594465585463/""><img class=""pc_img"" height=""75"" alt=""Painted Oil Pan"" width=""75"" src=""http://farm3.static.flickr.com/2399/2375410808_49de28efb9_s.jpg"" /></a></span></p>  <p>Painted exhaust manifold and turbo downpipe. I don't figure the paint will last very long on these as I imagine the turbo will get pretty hot, but I figured I'd at least pretty them up a bit before putting them back on the car.</p>  <div class=""setThumbs-indv"" id=""setThumbs-indv2375412468_div"">  <p><span class=""photo_container pc_s"" id=""photo_thumb2375412468""><a class=""image_link"" title=""Painted Turbo Down Pipe"" href=""http://www.flickr.com/photos/chammond/2375412468/in/set-72157594465585463/""><img class=""pc_img"" height=""75"" alt=""Painted Turbo Down Pipe"" width=""75"" src=""http://farm4.static.flickr.com/3167/2375412468_6541f7fc35_s.jpg"" /></a></span><span class=""photo_container pc_s"" id=""photo_thumb2374580691""><a class=""image_link"" title=""Painted Exhaust Manifold"" href=""http://www.flickr.com/photos/chammond/2374580691/in/set-72157594465585463/""><img class=""pc_img"" height=""75"" alt=""Painted Exhaust Manifold"" width=""75"" src=""http://farm3.static.flickr.com/2129/2374580691_23d869e479_s.jpg"" /></a></span></p>  <p><span class=""photo_container pc_s"" id=""photo_thumb2374580691"">Painted the valve cover. The turbo valve cover had a few places where the paint was chipped off, so I hit it with the flat black. I'm not sure it's pretty, but it is better than it was before. It really needs to be powder coated sometime.</span></p>  <span class=""photo_container pc_s"" id=""photo_thumb2374580691"">  <div class=""setThumbs-indv"" id=""setThumbs-indv2374582531_div"">  <p><span class=""photo_container pc_s"" id=""photo_thumb2374582531""><a class=""image_link"" title=""Painted Valve Cover"" href=""http://www.flickr.com/photos/chammond/2374582531/in/set-72157594465585463/""><img class=""pc_img"" height=""75"" alt=""Painted Valve Cover"" width=""75"" src=""http://farm4.static.flickr.com/3294/2374582531_803eabc4c2_s.jpg"" /></a></span><span class=""photo_container pc_s"" id=""photo_thumb2374584211""><a class=""image_link"" title=""Upright again"" href=""http://www.flickr.com/photos/chammond/2374584211/in/set-72157594465585463/""><img class=""pc_img"" height=""75"" alt=""Upright again"" width=""75"" src=""http://farm3.static.flickr.com/2245/2374584211_f3c301a5f6_s.jpg"" /></a></span></p>  <p><span class=""photo_container pc_s"" id=""photo_thumb2374584211"">Beyond the above, I also took a few pictures of the bottom of the motor. I'm not exactly sure why, but the coloring of the internals of this motor is far more orange or red than the other motor was. I'm assuming one of the following scenarios. 1. The motor has a lot more miles on it and the coloring is due to this use. 2. The motor is 5 years older than the other motor and the metal is just different between the two. Anyone have any thoughts? Here's what I'm talking about</span></p>  <p><span class=""photo_container pc_s"" id=""photo_thumb2374584211"">Photos from Today</span>  <p>&#160;</p>  <span class=""photo_container pc_s"" id=""photo_thumb2374584211"">  <div class=""setThumbs-indv"" id=""setThumbs-indv2375405262_div""><span class=""photo_container pc_s"" id=""photo_thumb2375405262"">  <div class=""setThumbs-indv""><span class=""photo_container pc_s"" id=""photo_thumb2375399264""><a class=""image_link"" title=""Needs paint!"" href=""http://www.flickr.com/photos/chammond/2375399264/in/set-72157594465585463/""><img class=""pc_img"" height=""75"" alt=""Needs paint!"" width=""75"" src=""http://farm4.static.flickr.com/3021/2375399264_1935cd8488_s.jpg"" /></a></span><span class=""photo_container pc_s"" id=""photo_thumb2375401364""><a class=""image_link"" title=""IMG_5435"" href=""http://www.flickr.com/photos/chammond/2375401364/in/set-72157594465585463/""><img class=""pc_img"" height=""75"" alt=""IMG_5435"" width=""75"" src=""http://farm3.static.flickr.com/2244/2375401364_1802a9f9b4_s.jpg"" /></a></span><span class=""photo_container pc_s"" id=""photo_thumb2374570135""><a class=""image_link"" title=""IMG_5436"" href=""http://www.flickr.com/photos/chammond/2374570135/in/set-72157594465585463/""><img class=""pc_img"" height=""75"" alt=""IMG_5436"" width=""75"" src=""http://farm4.static.flickr.com/3147/2374570135_0dfd8f45a9_s.jpg"" /></a></span><a class=""image_link"" title=""IMG_5437"" href=""http://www.flickr.com/photos/chammond/2375405262/in/set-72157594465585463/""><img class=""pc_img"" height=""75"" alt=""IMG_5437"" width=""75"" src=""http://farm4.static.flickr.com/3216/2375405262_bacf2663a2_s.jpg"" /></a><span class=""photo_container pc_s"" id=""photo_thumb2374573697""><a class=""image_link"" title=""IMG_5438"" href=""http://www.flickr.com/photos/chammond/2374573697/in/set-72157594465585463/""><img class=""pc_img"" height=""75"" alt=""IMG_5438"" width=""75"" src=""http://farm4.static.flickr.com/3154/2374573697_91bdb32f2b_s.jpg"" /></a></span><span class=""photo_container pc_s"" id=""photo_thumb2375409084""><a class=""image_link"" title=""IMG_5439"" href=""http://www.flickr.com/photos/chammond/2375409084/in/set-72157594465585463/""><img class=""pc_img"" height=""75"" alt=""IMG_5439"" width=""75"" src=""http://farm3.static.flickr.com/2261/2375409084_dbffe4dd41_s.jpg"" /></a></span></div>  <div class=""setThumbs-indv"">  <p><span class=""photo_container pc_s"">Photos of the old motor, taken over a year ago.</span></p>  <span class=""photo_container pc_s"">  <div class=""setThumbs-indv"" id=""setThumbs-indv1284695364_div"">  <p><span class=""photo_container pc_s"" id=""photo_thumb1284695364""><a class=""image_link"" title=""CJH_06-05-11-19-01-28"" href=""http://www.flickr.com/photos/chammond/1284695364/in/set-72157594465585463/""><img class=""pc_img"" height=""75"" alt=""CJH_06-05-11-19-01-28"" width=""75"" src=""http://farm2.static.flickr.com/1240/1284695364_9777427840_s.jpg"" /></a></span><span class=""photo_container pc_s"" id=""photo_thumb1284699394""><a class=""image_link"" title=""CJH_06-05-11-19-01-32"" href=""http://www.flickr.com/photos/chammond/1284699394/in/set-72157594465585463/""><img class=""pc_img"" height=""75"" alt=""CJH_06-05-11-19-01-32"" width=""75"" src=""http://farm2.static.flickr.com/1404/1284699394_93f35e5ffc_s.jpg"" /></a></span></p>  <p><span class=""photo_container pc_s"" id=""photo_thumb1284699394"">It looks like I won't get much done over the next three weeks on the car. The next three weekends I have out of town races (in the <a href=""http://www.corvettez06.org/"">Corvette</a>) and quite&#160;a bit of home work for school, not to mention a lot going on at the <a href=""http://www.engagesoftware.com/"">office</a>.</span></p>  </div>  </span></div>  </span></div>  </span></p>  </div>  </span></div>",2008-03-31 03:38:03.000,html,,,/Blog/itemId/258/Paint-and-Assembly-working-on-the-new-motor
Into the motor we go,into-the-motor-we-go,"<p>So my parents are in town for a few days. Dad and I spent some time working on the motor for the 240Z today. I'll try to take some pictures tomorrow.</p>  <p>We pulled the valve cover off, as well as the oil pan, to look things over on the motor. So far things look good, though we could see quite a bit of crap sitting above the valves, mostly dead bugs and such. I tried to get them out with a combination of the air compressor and a shop vac, tomorrow I'll know if it worked. We also removed the oil pan and made sure things down there were alright. We'll check the torque on bolts tomorrow and then put the oil pan from the Turbo motor back on.</p>  <p>One thing I noticed, the 78 L28E has round exhaust ports while the 83 L28ET that died had square, so I'll have to do some research and see if the intake/exhaust manifolds should work on that 78 head or not.&#160;My plan was to take the turbo/exhaust setup from the 83 and put it onto the 78, hopefully tomorrow.</p>  <p>Other than that, we tried replacing the rear main seal, though I think the one we put in will probably leak more than the one we took out so I've ordered another one. We did all this with the motor on the engine stand which limited our access to the seal, when I have the motor back up on the cherry picker we'll replace the seal before attaching the flywheel and transmission.</p>",2008-03-23 03:40:45.000,html,,,/Blog/itemId/259/Into-the-motor-we-go
Datsun 240z 280Z L28E parts on Ebay!,datsun-240z-280z-l28e-parts-on-ebay,"<p>So I took some time this evening to put parts up on Ebay. <a href=""http://motors.search.ebay.com/_W0QQsassZchristoc"">You can see them&#160;all by looking at my items for sale page</a>!</p>  <p>The current parts include</p>  <ul>      <li>1978 Datsun 280Z L28E Distributor and Wires</li>      <li>1978 Datsun 280Z L28E Exhaust Manifold</li>      <li>1978 Datsun 280Z L28E Intake Manifold</li>      <li>1978 Datsun 280Z 2+2 Interior Parts</li>  </ul>",2008-03-17 07:11:09.000,html,,,/Blog/itemId/260/Datsun-240z-280Z-L28E-parts-on-Ebay
Random emails,random-emails,"<p>I get some of the most random emails from this website.</p>  <p>""Nice to see you working on your ride in that qeek shirt LOL</p>  <p>They suck. Submitted By: NA""</p>  <p>Who are you? What fricking shirt are you talking about?</p>",2008-03-12 00:58:20.000,html,,,/Blog/itemId/261/Random-emails
